name,topics,topic_0,topic_1
天气热了，赶快搭配西洋参泡茶喝　粒头货！母亲节钜惠西洋参最低0.99元/克,"[(0, 0.027709253), (1, 0.9722907)]",0.027709253132343292,0.9722906947135925
好消息：2020年鲜虫草今天正式开售  最低29元/根，限时热抢！,"[(0, 0.16119769), (1, 0.83880234)]",0.161197692155838,0.8388023376464844
打牢思想根基 增强前进力量,"[(0, 0.8817236), (1, 0.11827639)]",0.8817235827445984,0.11827638745307922
母亲节又掀消费热潮,"[(0, 0.5801401), (1, 0.41985995)]",0.5801401138305664,0.41985994577407837
新国货新技术新创造  云上闪耀,"[(0, 0.12811022), (1, 0.87188977)]",0.12811021506786346,0.8718897700309753
第一口蛋糕，先给妈妈,"[(0, 0.9346357), (1, 0.06536433)]",0.9346356987953186,0.06536433100700378
李强视频连线美应用材料公司总裁兼CEO,"[(0, 0.7363958), (1, 0.26360428)]",0.7363957762718201,0.2636042833328247
加快推动生产生活秩序全面恢复,"[(0, 0.9321478), (1, 0.067852184)]",0.9321478009223938,0.06785218417644501
在常态化防控下提高平战结合能力,"[(0, 0.95289844), (1, 0.04710158)]",0.9528984427452087,0.04710157960653305
打牢思想根基增强开拓前进勇气力量,"[(0, 0.9802602), (1, 0.01973978)]",0.9802601933479309,0.019739780575037003
带着一群“老将”守护一城平安,"[(0, 0.8956989), (1, 0.104301095)]",0.8956989049911499,0.1043010950088501
白鲸“姐妹花”  下月回归大海,"[(0, 0.07376412), (1, 0.9262359)]",0.0737641230225563,0.9262359142303467
民办中小学报名比约为1.4:1,"[(0, 0.9380262), (1, 0.061973814)]",0.9380261898040771,0.06197381392121315
大学生在南货店里学生意,"[(0, 0.82040834), (1, 0.17959167)]",0.8204083442687988,0.17959167063236237
中国品牌日今天云上开启,"[(0, 0.020500986), (1, 0.979499)]",0.02050098590552807,0.9794989824295044
母爱如水，温柔而坚定,"[(0, 0.98617125), (1, 0.01382877)]",0.9861712455749512,0.013828770257532597
感恩母爱 49路公交车为“妈妈”乘客送花,"[(0, 0.9083433), (1, 0.0916567)]",0.9083433151245117,0.09165669977664948
买绿植，小店或许有惊喜,"[(0, 0.9727018), (1, 0.027298242)]",0.9727017879486084,0.02729824185371399
新衣新鞋送妈妈 吃顿大餐犒辛劳,"[(0, 0.28275403), (1, 0.717246)]",0.2827540338039398,0.7172459959983826
上海昨新增2例境外输入病例,"[(0, 0.049855854), (1, 0.9501442)]",0.049855854362249374,0.9501441717147827
昨新增确诊病例14例,"[(0, 0.020038653), (1, 0.97996134)]",0.020038653165102005,0.9799613356590271
2019年金融犯罪罪名涉及31个,"[(0, 0.8830767), (1, 0.116923265)]",0.8830767273902893,0.1169232651591301
上海查处网络违法行为79起,"[(0, 0.9196787), (1, 0.080321334)]",0.9196786880493164,0.08032133430242538
外滩增设救生圈提高游客互救能力,"[(0, 0.1853918), (1, 0.8146082)]",0.18539179861545563,0.8146082162857056
"金融犯罪行为手法不断翻新

1","[(0, 0.58895385), (1, 0.41104612)]",0.5889538526535034,0.4110461175441742
与萌宠互动　来小灶村农场“撒欢”吧,"[(0, 0.95441854), (1, 0.04558144)]",0.9544185400009155,0.04558144137263298
松江黄瓤西瓜赶早上市提前品尝盛夏滋味,"[(0, 0.67178077), (1, 0.32821926)]",0.6717807650566101,0.3282192647457123
贵州务川林下鸡进入奉贤市场,"[(0, 0.15946619), (1, 0.8405338)]",0.1594661921262741,0.8405337929725647
把最好的景观空间拿来给农民住,"[(0, 0.037325412), (1, 0.96267456)]",0.0373254120349884,0.9626745581626892
高考备“衣”,"[(0, 0.9423042), (1, 0.05769577)]",0.9423041939735413,0.057695768773555756
丰巢快递柜超时收费有支持有抱怨,"[(0, 0.054198124), (1, 0.9458019)]",0.05419812351465225,0.9458019137382507
老旧电梯失管 日夜轰鸣 小区居民遭罪 深夜难眠,"[(0, 0.46364748), (1, 0.5363526)]",0.4636474847793579,0.5363525748252869
“去哪儿”坚称去程客票不能退,"[(0, 0.6134873), (1, 0.38651264)]",0.6134873032569885,0.3865126371383667
上海夜市烟火气和文艺范渐渐回来了,"[(0, 0.34500495), (1, 0.654995)]",0.34500494599342346,0.6549950242042542
奥巴马：特朗普疫情应对是“灾难”,"[(0, 0.029669624), (1, 0.97033036)]",0.0296696238219738,0.9703303575515747
涉华谎言与事实真相,"[(0, 0.18020007), (1, 0.81979996)]",0.18020007014274597,0.8197999596595764
普京：篡改历史不可原谅,"[(0, 0.32415956), (1, 0.6758404)]",0.32415956258773804,0.6758403778076172
法德韩疫情反弹 再现聚集性感染,"[(0, 0.027458154), (1, 0.97254187)]",0.027458153665065765,0.972541868686676
《东京爱情故事》剧情,"[(0, 0.827107), (1, 0.17289296)]",0.8271070122718811,0.1728929579257965
新版东爱不是拍给老粉看的,"[(0, 0.83055794), (1, 0.16944201)]",0.8305579423904419,0.16944201290607452
莉香完治还没在一起？,"[(0, 0.67705303), (1, 0.322947)]",0.6770530343055725,0.3229469954967499
摇滚传奇小理查德昨去世,"[(0, 0.03512156), (1, 0.96487844)]",0.03512156009674072,0.9648784399032593
成就他的不只是那场哭戏,"[(0, 0.99244046)]",0.9924404621124268,0.0
别再有下一个天海,"[(0, 0.70839024), (1, 0.29160982)]",0.7083902359008789,0.29160982370376587
“巴西武磊”的东亚之旅,"[(0, 0.018527227), (1, 0.9814728)]",0.018527226522564888,0.9814727902412415
天海这样自救能行吗？,"[(0, 0.4294684), (1, 0.57053167)]",0.42946839332580566,0.5705316662788391
保温杯,"[(0, 0.81544644), (1, 0.18455355)]",0.8154464364051819,0.18455354869365692
动起来  都想“报复性”加练,"[(0, 0.9169284), (1, 0.083071575)]",0.9169284105300903,0.08307157456874847
宗璞 我想表达这个时代,"[(0, 0.7512528), (1, 0.24874723)]",0.7512527704238892,0.24874722957611084
新书速递,"[(0, 0.76861), (1, 0.23139003)]",0.7686100006103516,0.23139002919197083
透过古时风物，踏上逐色之旅,"[(0, 0.5009289), (1, 0.49907112)]",0.5009288787841797,0.4990711212158203
坚硬的心包裹着一颗水晶,"[(0, 0.8272671), (1, 0.17273289)]",0.8272671103477478,0.1727328896522522
《巴黎记》：蓝调式的文本,"[(0, 0.8319434), (1, 0.16805662)]",0.8319433927536011,0.16805662214756012
昙花,"[(0, 0.9734447), (1, 0.026555268)]",0.9734447002410889,0.026555268093943596
家庭开销兼扶农,"[(0, 0.09358327), (1, 0.9064168)]",0.09358327090740204,0.9064167737960815
一筵饯春,"[(0, 0.3087929), (1, 0.6912072)]",0.3087928891181946,0.6912071704864502
心灯,"[(0, 0.9926965)]",0.9926965236663818,0.0
期待看到你们的表情,"[(0, 0.8317773), (1, 0.16822268)]",0.8317772746086121,0.16822268068790436
巨石下的绿,"[(0, 0.84198093), (1, 0.15801908)]",0.8419809341430664,0.1580190807580948
喜欢旧东西,"[(0, 0.8023936), (1, 0.1976064)]",0.8023936152458191,0.1976063996553421
一起来读这本日记,"[(0, 0.9026907), (1, 0.097309306)]",0.9026907086372375,0.09730930626392365
可爱的中国,"[(0, 0.88941705), (1, 0.110582955)]",0.8894170522689819,0.11058295518159866
长大以后，我成为了你,"[(0, 0.9922487)]",0.9922487139701843,0.0
烧行灶,"[(0, 0.071598366), (1, 0.9284016)]",0.0715983659029007,0.9284015893936157
音乐传递的不仅是爱与温暖,"[(0, 0.9875814), (1, 0.012418604)]",0.9875813722610474,0.012418604455888271
《猎狐》不猎奇经侦剧就该这么拍,"[(0, 0.79999715), (1, 0.2000029)]",0.7999971508979797,0.20000289380550385
灾难长卷，人间真实,"[(0, 0.29994687), (1, 0.70005316)]",0.2999468743801117,0.7000531554222107
追击狐踪的人,"[(0, 0.97146666), (1, 0.028533319)]",0.9714666604995728,0.028533319011330605
春归,"[(0, 0.16422637), (1, 0.83577365)]",0.16422636806964874,0.8357736468315125
金鱼吊兰,"[(0, 0.98217696), (1, 0.017823031)]",0.9821769595146179,0.017823031172156334
幸福的周末,"[(0, 0.9624331), (1, 0.037566893)]",0.9624330997467041,0.0375668928027153
因为你们，我遇见更美的自己,"[(0, 0.9302044), (1, 0.0697956)]",0.9302043914794922,0.06979560106992722
偶得,"[(0, 0.7222062), (1, 0.27779385)]",0.722206175327301,0.27779385447502136
阅读是写作最好的老师,"[(0, 0.9792509), (1, 0.020749126)]",0.9792509078979492,0.020749125629663467
住在武康大楼,"[(0, 0.912632), (1, 0.08736796)]",0.9126319885253906,0.0873679593205452
在民族复兴的历史丰碑上,"[(0, 0.69071096), (1, 0.30928904)]",0.6907109618186951,0.30928903818130493
7天上汽嘉年华收获6000多个订单,"[(0, 0.13943502), (1, 0.860565)]",0.1394350230693817,0.8605650067329407
童话王国重启,"[(0, 0.79437345), (1, 0.20562659)]",0.7943734526634216,0.20562659204006195
快递员未按消费者意愿投送，可投诉,"[(0, 0.35619286), (1, 0.6438072)]",0.35619285702705383,0.6438071727752686
“大家”开讲，让“四史”诠释更生动,"[(0, 0.8721556), (1, 0.1278444)]",0.8721556067466736,0.12784439325332642
快递柜收费，先尊重用户选择权,"[(0, 0.43778035), (1, 0.5622196)]",0.43778035044670105,0.5622196197509766
共商危中求机培育新动能,"[(0, 0.36239326), (1, 0.6376067)]",0.36239326000213623,0.637606680393219
质量第一效益优先，打造名优品牌,"[(0, 0.10271245), (1, 0.89728755)]",0.10271245241165161,0.8972875475883484
著作权保护精神家园诗意栖息,"[(0, 0.9001718), (1, 0.09982814)]",0.9001718163490295,0.09982813894748688
7天上汽嘉年华 收获6161个订单,"[(0, 0.040277682), (1, 0.9597223)]",0.04027768224477768,0.9597222805023193
上海迪士尼乐园今天开放啦,"[(0, 0.9674119), (1, 0.032588102)]",0.9674118757247925,0.03258810192346573
妈妈的完美一天,"[(0, 0.50900346), (1, 0.49099645)]",0.5090034604072571,0.49099645018577576
你让利 我爽气 她开心,"[(0, 0.19490652), (1, 0.80509347)]",0.19490651786327362,0.8050934672355652
上海应急救灾向“全灾种”转型,"[(0, 0.14677799), (1, 0.853222)]",0.14677798748016357,0.8532220125198364
《众志成城抗击疫情》邮票发售,"[(0, 0.877242), (1, 0.12275791)]",0.8772420287132263,0.1227579116821289
“逆行”白衣天使为“调度员妈妈”过节,"[(0, 0.9806701), (1, 0.01932991)]",0.9806700944900513,0.01932990923523903
万科养猪,"[(0, 0.5351443), (1, 0.4648556)]",0.5351443290710449,0.4648556113243103
2020年“上海好护士”揭晓,"[(0, 0.21813679), (1, 0.78186315)]",0.21813678741455078,0.7818631529808044
第五届“左英护理奖”揭晓,"[(0, 0.23424518), (1, 0.7657548)]",0.2342451810836792,0.7657548189163208
新兴消费为青年就业开拓新天地,"[(0, 0.15829228), (1, 0.8417077)]",0.1582922786474228,0.841707706451416
在民族复兴的历史丰碑上,"[(0, 0.44532087), (1, 0.55467916)]",0.44532087445259094,0.5546791553497314
舒兰市调整为高风险区,"[(0, 0.85140026), (1, 0.14859976)]",0.8514002561569214,0.1485997587442398
上海昨无新增确诊病例,"[(0, 0.028521553), (1, 0.97147846)]",0.028521552681922913,0.9714784622192383
昨新增确诊病例17例,"[(0, 0.024781687), (1, 0.97521836)]",0.024781687185168266,0.9752183556556702
网贷授信资金不得购房炒股,"[(0, 0.55349517), (1, 0.44650486)]",0.5534951686859131,0.4465048611164093
在民族复兴的历史丰碑上,"[(0, 0.44788817), (1, 0.5521118)]",0.44788816571235657,0.552111804485321
非法出售财产信息超50条:入刑!,"[(0, 0.9453533), (1, 0.054646637)]",0.9453533291816711,0.05464663729071617
委内瑞拉扣押3艘哥伦比亚军用船,"[(0, 0.10159957), (1, 0.8984004)]",0.1015995666384697,0.8984004259109497
伊朗称准备和美国无条件交换囚犯,"[(0, 0.43248367), (1, 0.5675164)]",0.4324836730957031,0.5675163865089417
华盛顿上演病毒版《白宫陷落》,"[(0, 0.06047859), (1, 0.93952143)]",0.06047859042882919,0.9395214319229126
多国考虑逐步放宽限制措施,"[(0, 0.056837004), (1, 0.943163)]",0.05683700367808342,0.9431629776954651
影院的突围,"[(0, 0.81930476), (1, 0.18069528)]",0.8193047642707825,0.1806952804327011
上海收藏嘉年华首次上云,"[(0, 0.46708938), (1, 0.5329106)]",0.46708938479423523,0.5329105854034424
“海派国潮  侬吃过（口+伐）”,"[(0, 0.36732605), (1, 0.6326739)]",0.3673260509967804,0.6326739192008972
大家的园林,"[(0, 0.17795217), (1, 0.8220478)]",0.17795217037200928,0.8220478296279907
《探秘古画国》妙不可言,"[(0, 0.049720913), (1, 0.95027906)]",0.04972091317176819,0.9502790570259094
龙华塔下的山水之境,"[(0, 0.014915159), (1, 0.9850849)]",0.014915158972144127,0.9850848913192749
融入和包容,"[(0, 0.14721099), (1, 0.85278904)]",0.1472109854221344,0.852789044380188
朱辰杰错过家门口集训,"[(0, 0.024931272), (1, 0.9750687)]",0.024931272491812706,0.9750686883926392
租期难延长 转会难谈成,"[(1, 0.9903943)]",0.0,0.9903942942619324
用拼音签名 称中文母语,"[(0, 0.24774477), (1, 0.75225526)]",0.24774476885795593,0.7522552609443665
中国队获“国家杯”总冠军,"[(1, 0.9903219)]",0.0,0.9903218746185303
叛徒还是悲情英雄？,"[(0, 0.030644331), (1, 0.9693557)]",0.030644331127405167,0.9693557024002075
梧桐树下遇见美好,"[(0, 0.48285663), (1, 0.51714337)]",0.4828566312789917,0.5171433687210083
其后,"[(0, 0.1288616), (1, 0.8711384)]",0.12886160612106323,0.8711383938789368
与美食相遇,"[(0, 0.18116383), (1, 0.81883615)]",0.18116383254528046,0.8188361525535583
我嗨上了网购,"[(0, 0.6939889), (1, 0.30601105)]",0.6939889192581177,0.30601105093955994
想起为母亲念信的时候,"[(0, 0.99387974)]",0.9938797354698181,0.0
我心中慈爱的大哥走了,"[(0, 0.834121), (1, 0.16587897)]",0.8341209888458252,0.16587896645069122
得一而足,"[(0, 0.94183993), (1, 0.058160037)]",0.9418399333953857,0.05816003680229187
妖娆杜鹃,"[(0, 0.45652986), (1, 0.54347014)]",0.4565298557281494,0.5434701442718506
白手套,"[(0, 0.121395126), (1, 0.8786049)]",0.12139512598514557,0.8786048889160156
陈氏书院,"[(0, 0.435937), (1, 0.564063)]",0.43593698740005493,0.5640630125999451
心里一直藏着姐姐的笑,"[(0, 0.98934484), (1, 0.010655189)]",0.9893448352813721,0.01065518893301487
抗击新冠病毒  美军“出了力，挨了批”,"[(0, 0.074803054), (1, 0.92519695)]",0.07480305433273315,0.9251969456672668
请看！中国大口径自行炮在怒吼,"[(0, 0.53985196), (1, 0.46014807)]",0.53985196352005,0.46014806628227234
美憧憬“脑机接口”带来军事红利,"[(0, 0.16644144), (1, 0.83355856)]",0.1664414405822754,0.8335585594177246
三代机特级飞行员是这样养成,"[(0, 0.9702742), (1, 0.029725792)]",0.9702742099761963,0.02972579188644886
这位华商在巴黎开的酒店成“抗疫大后方”,"[(0, 0.39513958), (1, 0.6048604)]",0.39513957500457764,0.6048604249954224
我国短视频用户逾7亿,"[(0, 0.8082201), (1, 0.19177988)]",0.8082200884819031,0.19177988171577454
马勒别墅,"[(0, 0.06896997), (1, 0.93103004)]",0.0689699724316597,0.9310300350189209
为世界加油的“中国小姐”,"[(0, 0.24844612), (1, 0.75155383)]",0.24844612181186676,0.7515538334846497
你在直播间买单了吗？,"[(0, 0.013892012), (1, 0.986108)]",0.01389201171696186,0.9861080050468445
今夏还能在多瑙河中畅游？,"[(0, 0.51290643), (1, 0.48709357)]",0.5129064321517944,0.48709356784820557
酒店推出绿色剃须刀,"[(0, 0.7741285), (1, 0.2258715)]",0.7741284966468811,0.2258715033531189
奥地利人住酒店最喜欢带走的东西竟然是它,"[(0, 0.8334344), (1, 0.16656563)]",0.8334344029426575,0.16656562685966492
这位奥地利华人老板登上中央电视台,"[(0, 0.04332467), (1, 0.9566753)]",0.04332467168569565,0.9566752910614014
维也纳中餐外卖让你足不出户享美味,"[(0, 0.16511482), (1, 0.8348852)]",0.16511482000350952,0.8348851799964905
欧洲未来最具前途的城市居然在奥地利！,"[(0, 0.24693602), (1, 0.75306404)]",0.24693602323532104,0.7530640363693237
编程机器人进入奥地利课堂,"[(0, 0.70631796), (1, 0.29368207)]",0.7063179612159729,0.2936820685863495
一户华人家庭捐赠1万只口罩,"[(0, 0.52190644), (1, 0.47809353)]",0.5219064354896545,0.47809353470802307
国航马德里-北京直飞临时复航,"[(0, 0.075540245), (1, 0.92445976)]",0.07554024457931519,0.9244597554206848
古罗马高架水渠用到现在,"[(0, 0.27359673), (1, 0.7264033)]",0.27359673380851746,0.7264032959938049
买雪莉酒认准产地赫雷斯,"[(1, 0.99067354)]",0.0,0.9906735420227051
逛“欧洲的阳台”何不用驴的?,"[(0, 0.027783824), (1, 0.9722161)]",0.027783824130892754,0.9722161293029785
内镜微创“小手术”  化解进食“大难题”,"[(0, 0.8605395), (1, 0.13946052)]",0.8605394959449768,0.1394605189561844
矫治高度近视　除了“减法”更有“加法”,"[(0, 0.12989263), (1, 0.87010735)]",0.12989263236522675,0.8701073527336121
站起来就头痛，该怎么应对？,"[(0, 0.9913527)]",0.9913526773452759,0.0
超出“黄金时间”溶栓 脑梗死仍能被救回,"[(0, 0.15480298), (1, 0.8451971)]",0.15480297803878784,0.8451970815658569
“因爱告白”，他亲手为母亲做白内障手术,"[(0, 0.98183554), (1, 0.018164447)]",0.9818355441093445,0.01816444657742977
房颤患者做好自己的“知心人”,"[(0, 0.9580545), (1, 0.04194551)]",0.9580544829368591,0.04194550961256027
新冠肺炎疫情下 无需因咳嗽成“惊弓之鸟”,"[(0, 0.8256531), (1, 0.17434691)]",0.825653076171875,0.1743469089269638
回归平凡也是幸福,"[(0, 0.36812985), (1, 0.63187015)]",0.3681298494338989,0.6318701505661011
“沪”你周全“汉”卫生命,"[(0, 0.85686576), (1, 0.14313422)]",0.8568657636642456,0.1431342214345932
习近平向全国护士致节日祝贺,"[(0, 0.9057401), (1, 0.09425995)]",0.9057400822639465,0.09425994753837585
致敬！“提灯女神”,"[(0, 0.85138637), (1, 0.14861363)]",0.8513863682746887,0.14861363172531128
感谢你们为大家拼过命,"[(0, 0.8532469), (1, 0.14675312)]",0.8532469272613525,0.14675311744213104
《上海市民健康公约》正式发布,"[(0, 0.86130375), (1, 0.13869625)]",0.8613037467002869,0.13869625329971313
申城夏秋季爱国卫生运动将启动,"[(0, 0.6213052), (1, 0.3786948)]",0.6213052272796631,0.3786948025226593
针对薄弱环节加紧落实度汛措施,"[(0, 0.89858586), (1, 0.10141419)]",0.898585855960846,0.10141418874263763
用好红色特色资源开展四史学习教育,"[(0, 0.94725484), (1, 0.052745122)]",0.9472548365592957,0.05274512246251106
“她经济”让“上海购物”再掀高潮,"[(0, 0.2865385), (1, 0.7134615)]",0.2865385115146637,0.7134615182876587
理解支持，给护士最好的“礼物”,"[(0, 0.86214286), (1, 0.13785718)]",0.8621428608894348,0.13785718381404877
上海成立志愿护理公卫应急分队,"[(0, 0.80507433), (1, 0.19492568)]",0.8050743341445923,0.1949256807565689
披战袍 24小时一线候机 守国门 胆大心细检病毒,"[(0, 0.40503109), (1, 0.5949689)]",0.40503108501434326,0.5949689149856567
这一个最冷的冬天，因你而暖,"[(0, 0.91293436), (1, 0.08706562)]",0.9129343628883362,0.08706562221050262
解甲归来 平凡亦幸福,"[(0, 0.93569934), (1, 0.06430068)]",0.9356993436813354,0.06430067867040634
“大力水手”为何逆风扬帆,"[(0, 0.6656882), (1, 0.3343118)]",0.6656882166862488,0.3343118131160736
快递件被擅自入柜消费者可投诉,"[(0, 0.25733846), (1, 0.74266154)]",0.2573384642601013,0.7426615357398987
脚不停手不歇 跑“作业”写“作业”,"[(0, 0.9747673), (1, 0.025232654)]",0.9747673273086548,0.025232654064893723
上海竟有“集装箱小区”！即将拆除,"[(0, 0.3236376), (1, 0.6763624)]",0.32363760471343994,0.6763623952865601
上海昨天无新增确诊病例,"[(0, 0.02813021), (1, 0.9718698)]",0.02813020907342434,0.9718698263168335
国家卫健委：新增确诊病例1例,"[(0, 0.02178852), (1, 0.97821146)]",0.021788520738482475,0.9782114624977112
4月CPI同比上涨3.3%,"[(0, 0.9696992), (1, 0.030300817)]",0.9696992039680481,0.030300816521048546
4月M2同比增长11.1%,"[(0, 0.77224624), (1, 0.22775373)]",0.772246241569519,0.22775372862815857
连花清瘟可分离出八十六个化合物,"[(0, 0.81090486), (1, 0.18909517)]",0.810904860496521,0.1890951693058014
培训机构超纲教学有了“克星”,"[(0, 0.97813106), (1, 0.021868942)]",0.9781310558319092,0.02186894230544567
南通 建设省级综合医疗中心,"[(0, 0.20400493), (1, 0.79599506)]",0.2040049284696579,0.7959950566291809
盛泽 乘“云”而上赋能时尚元素,"[(0, 0.14131032), (1, 0.8586897)]",0.14131031930446625,0.8586897253990173
宁波 海港口岸启用“登轮码”,"[(0, 0.885066), (1, 0.11493398)]",0.8850659728050232,0.11493398249149323
盐城引才留才出实招,"[(0, 0.7948258), (1, 0.20517421)]",0.7948257923126221,0.20517420768737793
“全流程”审批须在80个工作日内,"[(0, 0.87675387), (1, 0.123246185)]",0.8767538666725159,0.12324618548154831
扬州宝应“以花促旅”助农增收,"[(0, 0.104018986), (1, 0.895981)]",0.10401898622512817,0.8959810137748718
“智慧大脑”让社会治理清晰可控,"[(0, 0.3137272), (1, 0.68627286)]",0.3137272000312805,0.6862728595733643
118个小城镇将迎来“蝶变”,"[(0, 0.19240369), (1, 0.8075963)]",0.19240368902683258,0.8075963258743286
纽约州着手调查病因,"[(0, 0.68444246), (1, 0.3155575)]",0.6844424605369568,0.3155575096607208
肉类加工厂为何成为最危险场所,"[(0, 0.15617415), (1, 0.8438258)]",0.15617415308952332,0.8438258171081543
世卫组织呼吁各国警惕疫情反弹,"[(0, 0.015734347), (1, 0.9842656)]",0.015734346583485603,0.9842656254768372
法国“解封”首日高峰地铁人挤人,"[(0, 0.35128322), (1, 0.6487168)]",0.3512832224369049,0.6487168073654175
日“雾雨”号护卫舰起航开赴中东海域,"[(0, 0.041834492), (1, 0.9581655)]",0.04183449223637581,0.9581655263900757
少发补贴多征税  沙特要“省着花”,"[(0, 0.13273877), (1, 0.86726123)]",0.13273876905441284,0.8672612309455872
伊朗军方导弹演习误击自家舰艇,"[(0, 0.027305242), (1, 0.97269475)]",0.0273052416741848,0.9726947546005249
篡改历史  美国意在拉拢中东欧,"[(0, 0.06542347), (1, 0.9345765)]",0.06542347371578217,0.9345765113830566
就业“寒冬”美失业率或高达25%,"[(0, 0.12724271), (1, 0.8727573)]",0.12724271416664124,0.8727573156356812
记一段历史  留一笔财富,"[(0, 0.96960336), (1, 0.030396637)]",0.9696033596992493,0.030396636575460434
ChinaJoy约你不见不散,"[(0, 0.58511704), (1, 0.41488296)]",0.5851170420646667,0.41488295793533325
你我同呼吸  彼此共命运,"[(0, 0.98074114), (1, 0.019258877)]",0.9807411432266235,0.019258877262473106
5·12护士节  《方舱记忆》云发布,"[(0, 0.9731282), (1, 0.026871832)]",0.9731281995773315,0.026871832087635994
《延安礼赞》下周亮相上博,"[(0, 0.95741755), (1, 0.042582475)]",0.9574175477027893,0.042582474648952484
食物是打开世界的一把钥匙,"[(0, 0.32258943), (1, 0.6774106)]",0.3225894272327423,0.6774106025695801
棋手有限聚集比赛分区进行,"[(0, 0.3872221), (1, 0.6127779)]",0.3872221112251282,0.6127778887748718
世界冠军致敬战“疫”冠军,"[(0, 0.23087792), (1, 0.76912206)]",0.23087792098522186,0.7691220641136169
地下有山藏不露　琴棋书画诗酒茶,"[(0, 0.3472615), (1, 0.6527386)]",0.3472614884376526,0.6527385711669922
延缓幸福感的降临,"[(0, 0.9409349), (1, 0.059065133)]",0.9409348964691162,0.05906513333320618
家庭手工大赛,"[(0, 0.8663588), (1, 0.1336412)]",0.8663588166236877,0.13364119827747345
升级换代小欢喜,"[(0, 0.539058), (1, 0.46094197)]",0.5390580296516418,0.46094197034835815
吉他弹奏的歌,"[(0, 0.99281067)]",0.9928106665611267,0.0
读《读医抄本拾遗》,"[(0, 0.103668906), (1, 0.8963311)]",0.10366890579462051,0.8963310718536377
猕猴的眼睛,"[(0, 0.98576957), (1, 0.014230411)]",0.9857695698738098,0.014230410568416119
张焕成与《战士第二故乡》,"[(0, 0.17675231), (1, 0.8232477)]",0.17675231397151947,0.8232476711273193
进击吧！网课,"[(0, 0.9817487), (1, 0.018251305)]",0.9817487001419067,0.01825130544602871
草婴与陈逸飞,"[(0, 0.86121213), (1, 0.13878787)]",0.8612121343612671,0.1387878656387329
说一百次“欢迎回家”,"[(0, 0.9459147), (1, 0.054085344)]",0.9459146857261658,0.054085344076156616
一幅戏画，就是一段用情感铸就的中国故事,"[(0, 0.21003442), (1, 0.78996557)]",0.21003441512584686,0.7899655699729919
为何看了眼眶会泛红,"[(0, 0.8495889), (1, 0.15041111)]",0.8495888710021973,0.15041111409664154
国潮设计“后浪”奔涌,"[(0, 0.14560589), (1, 0.85439414)]",0.1456058919429779,0.8543941378593445
藏在深闺的魔都金山吕巷,"[(0, 0.023861773), (1, 0.97613823)]",0.023861773312091827,0.9761382341384888
到广富林文化遗址寻根,"[(0, 0.10016423), (1, 0.8998358)]",0.10016422718763351,0.8998358249664307
坐观光巴士忆魔都往事,"[(0, 0.46364242), (1, 0.5363576)]",0.463642418384552,0.536357581615448
彭湃在经远里的“奔涌”岁月,"[(0, 0.8013118), (1, 0.1986882)]",0.8013117909431458,0.19868819415569305
去“东海仙子湾”寻古探秘,"[(0, 0.03500328), (1, 0.9649967)]",0.03500327840447426,0.9649966955184937
游微山湖逛南阳古镇,"[(0, 0.031839643), (1, 0.9681604)]",0.03183964267373085,0.9681603908538818
在“三峡之巅”俯瞰绝美瞿塘峡,"[(0, 0.9640219), (1, 0.03597805)]",0.9640219211578369,0.0359780490398407
黄土高坡激荡万顷“赤浪”,"[(0, 0.8442394), (1, 0.15576063)]",0.8442394137382507,0.15576063096523285
云看展推动博物馆游回暖,"[(0, 0.8197335), (1, 0.18026654)]",0.8197335004806519,0.18026654422283173
戏曲马拉松周日约起来,"[(0, 0.28586945), (1, 0.7141306)]",0.28586944937705994,0.7141305804252625
矛盾终点站 化解百姓忧,"[(0, 0.8748768), (1, 0.12512322)]",0.8748767971992493,0.12512321770191193
取消不必要许可开启无感式监管,"[(0, 0.90778613), (1, 0.09221389)]",0.9077861309051514,0.09221389144659042
特朗普评论 复工太慢 美专家警告 疫情再燃,"[(0, 0.06076728), (1, 0.9392327)]",0.0607672818005085,0.9392327070236206
平凡人迸发惊人力量　好心事源自浩然正气,"[(0, 0.7859133), (1, 0.21408665)]",0.7859132885932922,0.214086651802063
把为民办事为民造福作为最重要政绩,"[(0, 0.6715938), (1, 0.3284062)]",0.6715937852859497,0.3284062147140503
外滩观光隧道也开放了,"[(0, 0.593102), (1, 0.40689805)]",0.593101978302002,0.40689805150032043
把为民办事为民造福作为最重要政绩把做多少好事实事作为政绩重要标准,"[(0, 0.46616656), (1, 0.5338334)]",0.46616655588150024,0.533833384513855
为健康上海建设作出新的更大贡献,"[(0, 0.9656145), (1, 0.034385547)]",0.9656144976615906,0.034385547041893005
建起家门口的“四史”学堂,"[(0, 0.20904663), (1, 0.7909534)]",0.2090466320514679,0.7909533977508545
八旬渔光邨再现芳华,"[(0, 0.054939717), (1, 0.9450603)]",0.054939717054367065,0.9450603127479553
切实增强党的意识充分激发奋斗精神,"[(0, 0.6671325), (1, 0.33286753)]",0.6671324968338013,0.3328675329685211
进出境径予放行  区内自由流转,"[(0, 0.9884208), (1, 0.011579191)]",0.9884207844734192,0.01157919131219387
推进政治监督具体化常态化,"[(0, 0.8478469), (1, 0.15215307)]",0.8478469252586365,0.15215307474136353
申城继续提高企事业退休养老金,"[(0, 0.7220493), (1, 0.27795073)]",0.7220492959022522,0.2779507339000702
